,Name,Duration,Genre,Rating,No. of Ratings,No. of Episodes,Creators,Stars,Reviews (Users),Reviews (Critics),Seasons,Storyline,Language,Release Date
46,24: India,1h,"['Action', 'Adventure', 'Crime']",8.2,2736,48,"['Robert Cochran', 'Joel Surnow']","['Anil Kapoor', 'Neil Bhoopalam', 'Raaghavv Chanana']",28,2,2,This thriller series focuses on an anti-terrorist unit agent named Jai Singh Rathod who has twenty-four hours to save the country from a major terrorist attack.,Hindi,4 October 2013 (India)
47,Vitthal Teedi,3h 5min,['Drama'],9.5,2238,6,,"['Pratik Gandhi', 'Prashant Barot', 'Ragi Jani']",270,1,1,"Vitthal is a man from humble origins and an exceptional skill with playing cards. He is a gambler no one can defeat, winning games against all his opponents. However, when he decides to join the big leagues, get a taste of city life, his fate throws him a curveball. There are indeed bigger fish in the sea, ready to gobble him up whole. It is not his luck but his skill as a player that will keep him afloat.",Gujarati,7 May 2021 (India)
48,Girls Hostel,23min,"['Comedy', 'Drama']",8.2,3454,10,,"['Srishti Shrivastava', 'Parul Gulati', 'Ahsaas Channa']",52,1,2,"It's about the world of college girls. They have some issues with management but system ignore them and don't even think that their problem is actually a problem. Story is all about how they reunite left their personal issues behind and fight against the whole system and management staff.
Written by
rakeshjuglan",Hindi,8 December 2018 (India)
49,Cubicles,28min,"['Comedy', 'Drama']",8.3,5387,5,['Amit Golani'],"['Abhishek Chauhan', 'Nidhi Bisht', 'Arnav Bhasin']",34,,1,"This world is actually run by people sitting and working in their cubicles. This is a story of Piyush Prajapati, a 22 year old, fresh out of college and recruited like most of his batch-mates into an Indian IT company. From the time he gets his first salary, working weekends, work-life balance, a little bit of heart to all kinds of highs and lows, the show follows many firsts and chronicles the life of Piyush, a typical Indian first jobber and the people around him.",Hindi,10 December 2019 (India)
50,Abhay,35min,"['Crime', 'Thriller']",8,6575,16,,"['Kunal Khemu', 'Ratnesh Mani', 'Sandeepa Dhar']",1721,1,2,"Abhay is a ZEE5 Original starring Kunal Kemmu, Ram Kapoor, Deepak Tijori, Elnaaz Norouzi, Rituraj Singh, Maninee Mishra, Sandeepa Dhar and Gopal Singh. Inspired by true events, the crime thriller revolves around Abhay Pratap Singh, a sharp investigating officer with the mind of a criminal, who can go to any extent to solve a case. Join Abhay as he sets out in the dark gruesome world of crime to save innocent lives, while dealing with his own personal demons.",Hindi,7 February 2019 (India)
51,Four More Shots Please,1h,"['Comedy', 'Drama', 'Romance']",6.5,16700,20,['Rangita Pritish Nandy'],"['Sayani Gupta', 'Maanvi Gagroo', 'Kirti Kulhari']",529,26,2,"Four female friends from different walks of life deal with romance, work-life conflicts, ambitions and anxieties in modern-day India.",Hindi,25 January 2019 (USA)
52,Apharan,45min,"['Action', 'Crime', 'Thriller']",8.3,9145,12,['Siddharth Sengupta'],"['Arunoday Singh', 'Mahie Gill', 'Nidhi Singh']",289,17,1,"Rudra Srivastava, a senior inspector with Uttarakhand police is lured into kidnapping a young girl at her request. The plot begins as a simple plan to extort money in exchange for her release. When the chain of events go wrong and a series of lies unfold, he realizes that he is now a part of a deadly conspiracy. Will he be able to escape the outcome of his choices or become a victim of the web of lies?",Hindi,14 December 2018 (India)
53,Bombay Begums,50min,['Drama'],4.9,3467,6,['Alankrita Shrivastava'],"['Pooja Bhatt', 'Shahana Goswami', 'Amruta Subhash']",269,14,1,"Five women across generations wrestle with desire, ethics, personal crises and vulnerabilities to own their ambition, in contemporary urban India. As glass ceilings are shattered, and hearts are broken, difficult choices have to be made. And as each woman strives to find her own truth, they find in each other an unexpected understanding, and the sliver of a bond.
Written by
Moviespie.com",Hindi,8 March 2021 (USA)
54,Paava Kadhaigal,36min,['Drama'],8.1,4657,4,,"['Anjali', 'Kalidas Jayaram', 'Prakash Raj']",105,8,1,"At times dark, at times disturbing, four short films explore stories of those who dare to dream and desire - and those determined to stand in their way.",Tamil,18 December 2020 (USA)
55,ImMATURE,25min,"['Comedy', 'Drama', 'Romance']",8.9,6240,5,['Sameer Saxena'],"['Rashmi Agdekar', 'Omkar Kulkarni', 'Chinmay Chandraunshuh']",141,,1,"A 5-episode coming-of-age story about the many first adventures in a young man's life. Dhruv is 16, and in a hurry to grow up. With a little help from his school friends, the wannabe bad-boy Kabir, and the color-blind but doesn't know it Susu, Dhruv sets out to woo the first crush of his life, the feisty, out-of-his-league class topper, Chhavi. Venturing out of their childhood, in their last years of school, the trio find their first drink, pick their first fight and mend their first broken heart.",Hindi,18 February 2019 (India)
56,The Octonauts,11min,['Animation'],7.6,854,124,,"['Ross Breen', 'Keith Wickham', 'Jo Wyatt']",14,1,4,"A team of adventure heroes who dive into action whenever there is trouble under the sea! In a fleet of aquatic vehicles, they rescue amazing sea creatures, explore incredible new underwater worlds, and often save the day before returning safely to their home base, the Octopod. Buoyed by the companionship of three leading characters - Captain Barnacles Bear, Lieutenant Kwazii Cat, and Doctor Peso Penguin - the Octonauts are always ready to embark on an exciting new mission.
Written by
Anonymous",English,October 2010 (UK)
57,Aashram,45min,"['Crime', 'Drama', 'Mystery']",7.7,21149,18,,"['Bobby Deol', 'Chandan Roy Sanyal', 'Aditi Sudhir Pohankar']",1211,8,2,"Based in the fictional city of Kashipur, is an empire created by a self-proclaimed Godman - Kashipur waale Baba Nirala, who derives his power from the influence he has over the lower strata of the society. He has often stood for them and they consider him to be their Messiah. A lower caste girl Pammi, is drawn into his devotion as he comes to her rescue. The sudden resurfacing of a skeleton in the adjacent forest land, disrupts the peace of the city in the crucial times of the upcoming state elections and all the links of the investigation mysteriously point towards one place - THE AASHRAM. As the true face of Kashipur waale Baba Nirala unfurls, various hidden dark secrets of Aashram are discovered by the Sub-inspector Ujagar Singh and constable Sadhu. On the other hand, by roping in a famous pop-star Tinka Singh, Baba rises as the icon of the youth. With this rising popularity and fame, Baba becomes the center of attraction for both political candidates who are contesting for the ...",Hindi,28 August 2020 (India)
58,Mahabharat,20min,"['Drama', 'War']",8.9,6923,268,['Siddharth Kumar Tewary'],"['Saurabh Raj Jain', 'Shaheer Sheikh', 'Pooja Sharma']",123,3,1,"The mother of all wars, the mother of all rivalries, the cauldron of emotions, insecurities, jealousies and power play - Mahabharat. Rivetting and a master lesson for the entire mankind.",English,16 September 2013 (India)
59,Project 9191,,"['Action', 'Thriller']",5.7,327,7,,"['Abhishekh Khan', 'Jishnu Chatterjee', 'Sandeep Kumaar']",31,1,1,"A special team led by DCP Amitabh Sinha, based in Mumbai, is working towards stopping crimes. Stopping crimes before they can happen.",Hindi,26 March 2021 (India)
60,Code M,24min,"['Mystery', 'Thriller']",7.3,2153,8,,"['Jennifer Winget', 'Tanuj Virwani', 'Aalekh Kapoor']",717,1,1,"Miltary lawyer,Major Monica Mehra,is roped in to solve, what seems like an open and shut case, of the death of an army officer, killed by militants in an encounter. The truth is far from what it appears to be. Will she crack the code?",Hindi,15 January 2020 (India)
61,Jamtara: Sabka Number Ayega,29min,['Crime'],7.3,4911,11,,"['Amit Sial', 'Dibyendu Bhattacharya', 'Aksha Pardasany']",125,4,2,"The story of young, ambitious, volatile people who have the world before them. Masterminds and cousins, Sunny and Rocky, along with their friends, quietly run a wildly successful phishing scam from the small village of Jamtara. A news report about the scam catapults the village into the limelight, throwing a spanner in the works when, suddenly, everyone wants in on the game.",Hindi,10 January 2020 (India)
62,Permanent Roommates,21min,"['Comedy', 'Romance']",8.6,23833,13,"['Biswapati Sarkar', 'Sameer Saxena']","['Sumeet Vyas', 'Nidhi Singh', 'Deepak Kumar Mishra']",49,1,2,"Permanent Roommates follows the story of commitment-wary Tanya, and Mikesh, her overeager long-distance boyfriend who returns to India from the United States of America to surprise Tanya and task her to marry him. Acting upon the advice of her roommate and her own reluctance to get married to someone who barely knows her, Tanya refuses, but gives in to Mikesh's persistence. The two eventually strike a compromise, opting to move in together first. The subsequent events- a fallout, followed by a conciliation, and Tanya's premarital pregnancy end in the two of them planning their wedding, with unforeseen consequences.
Written by
iakhtar33380",Hindi,29 October 2014 (India)
63,Jeet Ki Zid,40min,"['Action', 'Drama']",8.5,1861,7,,"['Amit Sadh', 'Amrita Puri', 'Sushant Singh']",142,3,1,"Inspired from a true story, Zidd is a tale of conviction, persuasion and commitment. It's the story of a man whose ability to turn impossible into possible, makes him unique and inspiring. The series follows the life of a Special forces officer Major Deep Singh Sengar who is left paralyzed waist below after fighting the Kargil war, but his army training and never-give-up attitude help him get back to life and eventually on his feet despite all odds. It encapsulates all the key moments from his life right from his military training to deadly missions to Kargil war and the journey after where he cracks IIM and becomes a successful professional in the corporate world. It is a story of a man's perseverance and his Zidd to win, be it the war on ground or the one inside his head. Inspired from a true story of a real hero , who not only fought the Kargil war but also overcame some impossible challenges through his sheer will and determination. This is not just another army story but an ...
Written by
Devdeepa Mukherjee",Hindi,22 January 2021 (India)
64,Hostages,42min,"['Crime', 'Drama', 'Mystery']",6.9,4551,22,"['Omri Givon', 'Yezira Ivrit', 'Rotem Shamir']","['Ronit Roy', 'Tisca Chopra', 'Mohan Kapur']",134,3,2,"Surgeon Dr. Mira Anand (Tisca Chopra) is scheduled to perform a routine operation on the chief minister, but the night before the procedure, her family is taken hostage and she is ordered to assassinate her unwitting patient in order to save her family, forcing her to make a decision. The story starts a week after season 1. Handa is still under captivity and the whole crew is about to move to Nepal to perform the bone marrow operation. When Handa tries to escape, an unexpected change of plan leads the team to take refuge in a dilapidated old mansion where shooting results in a hostage situation. When new players and motives behind the original plan is revealed more complex situation rises which Prithvi now has to overcome including saving his daughter's life.",Hindi,31 May 2019 (India)
65,Taarak Mehta Ka Ooltah Chashmah,22min,"['Comedy', 'Family']",8.1,8602,2956,,"['Dilip Joshi', 'Disha Vakani', 'Amit Bhatt']",140,2,1,"The series revolves around the lives of the residents of Gokuldham Co-operative Housing Society in Goregaon, Mumbai, and in particular the family of Jethalal Gada. Taarak Mehta is his friend, philosopher and guide. Although primarily a family comedy, the episodes are often centered on socially relevant issues.
Written by
Vijay Padiyar",Hindi,2008 (India)
66,Hello Mini,25min,['Thriller'],9,6690,35,,"['Anuja Joshi', 'Mrinal Dutt', 'Anshul Pandey']",628,,3,"A thriller drama series, revolving around Rivanah Bannerjee, an independent girl, living alone in Mumbai. She has the perfect life: doting parents, a loving boyfriend, and a great job. But things are seldom what they seem, as her life is in danger. Someone has been following, watching her every move, trying to get control over her life. At first, she thinks it's a secret admirer. But the person following her is he or she?",Hindi,11 October 2019 (India)
67,OK Computer,4h,"['Comedy', 'Crime', 'Mystery']",5.4,1224,7,,"['Vijay Varma', 'Radhika Apte', 'Kani Kusruti']",104,1,2,The year is 2031. In a New India - of towering smart holograms and drone superhighways - hard-boiled Cyber Crime detective Saajan Kundu is called out of retirement when a self-driving taxi is hacked and ordered to kill an anonymous human victim.,Hindi,26 March 2021 (India)
68,High,35min,"['Crime', 'Drama', 'Thriller']",9,6104,9,,"['Akshay Oberoi', 'Ranvir Shorey', 'Mrinmayee Godbole']",499,1,1,"Shiv Mathur (Akshay Oberoi) is an addict struggling to get a grip on his life and eventually finds himself in a rehab facility. The rehab is run by Doctor Roy (Prakash Belawadi) and two other junior doctors, Shweta (Shweta Basu Prasad) and Nakul (Nakul Bhalla), who are working on a mysterious compound. This magical pill seems to have an edge above all; but is this miracle drug worth dying for? The existence and sampling of this pill creates the biggest disruption in the illegal drugs market and manages to grab the attention of a professional assassin - Lakda (Ranvir Shorey), amongst many others. But will Shiv and the gang be able to achieve their dream? Or will they be eliminated?",Hindi,7 October 2020 (India)
69,Bicchoo Ka Khel,22min,"['Crime', 'Thriller']",8.5,8432,10,,"['Divyendu Sharma', 'Anshul Chauhan', 'Syed Zeeshan Qadri']",877,4,1,"Akhil experiences a complete life transformation when his father is framed and killed by powerful people in Banaras. He challenges the system that he will take his father's revenge in front of the world and will walk out 'not guilty' from the court, but how?",Hindi,18 November 2020 (India)
70,Mahabharat,45min,"['Adventure', 'Drama', 'History']",8.9,14448,94,,"['Harish Bhimani', 'Nitish Bharadwaj', 'Mukesh Khanna']",126,5,1,"A dynastic struggle occurs for the throne of Hastinapur, the kingdom ruled by the Kuru clan, between the Kauravas and Pandavas, collateral branches of the clan, which causes the Kurukshetra War.",Hindi,2 October 1988 (India)
71,She,36min,"['Crime', 'Drama']",6.5,2937,8,['Imtiaz Ali'],"['Dawood Khan', 'Aditi Sudhir Pohankar', 'Vijay Varma']",136,7,2,An undercover assignment to expose a drug ring becomes a timid Mumbai constable's road to empowerment as she realizes her dormant sexuality's potential.,Hindi,20 March 2020 (India)
72,Betaal,46min,"['Action', 'Horror', 'Thriller']",5.4,8065,4,,"['Vineet Kumar Singh', 'Aahana Kumra', 'Suchitra Pillai']",596,19,1,"Betaal is an Indian fictional horror web series about a battle between modern-day cops and a centuries-old British Indian Army officer with his zombie redcoats. The series is written and directed by Patrick Graham and co-directed by Nikhil Mahajan. Produced by Red Chillies Entertainment, the web series stars Ahaana Kumra and Vineet Kumar Singh in significant roles. Betaal will be releasing on Netflix soon.",Hindi,24 May 2020 (USA)
73,A Simple Murder,35min,"['Action', 'Comedy', 'Crime']",6.8,3170,7,,"['Mohd. Zeeshan Ayyub', 'Priya Anand', 'Amit Sial']",186,3,1,"A failed entrepreneur, Manish, has a lot going on in life, personal and professional, when he finds himself involved in a case of mistaken identity and ends up getting a contract to kill a young girl, along with an advance of five lakh rupees. The target is the daughter of an influential politician, who has his eyes on the Hoshiarpur ticket. Amid the chaos, Manish, and his wife, Richa must make choices where either greed will get the better of them or they will find their lost sense of self worth.",Hindi,20 November 2020 (India)
74,Runaway Lugaai,25min,"['Comedy', 'Drama']",7.6,2195,11,,"['Naveen Kasturia', 'Ruhi Singh', 'Sanjay Mishra']",271,4,1,"Rajnikant Sinha (Rajni), the only child of MLA Narendra Sinha, is far from his namesake. He is a submissive man who has lived his entire life under his father's thumb as a pawn. He could neither stand up to his father nor live up to his expectations. His life took a turn for the better when Rajni met and married Bulbul - a beautiful, chirpy, and free-spirited girl. However, his happiness did not last for long as soon enough Bulbul, made a bold decision to run away without a trace. What then begins is a chase to find the missing Bulbul and why she went missing - from the cops to speculation by the press, the unending games of politicians, and even an ex-lover in the mix - there are multiple reasons at play in this adventure.",Hindi,18 May 2021 (India)
75,The Test Case,29min,"['Action', 'Drama']",8.4,1426,10,['Samar Khan'],"['Nimrat Kaur', 'Akshay Oberoi', 'Atul Kulkarni']",30,1,1,"The Test Case is an ALTBalaji Original Web-series. Preparing to be the Indian Army's first female test case in a combat role, Captain Shikha Sharma will do anything to fit into the male-dominated academy. Will she finally be the Indian Army's first ever Female Combat Officer?",Hindi,26 January 2018 (India)
76,Chacha Vidhayak Hain Humare,,['Comedy'],7.7,4698,16,,"['Zakir Khan', 'Vyom Sharma', 'Kumar Varun']",110,2,2,"Ronny's whole life is based on a lie. To the world he is the nephew of the local MLA and a youth leader who solves people's problems. But in reality, Ronny is a jobless 25 year old with no relation to the MLA who shares his surname. The show explores Ronny's adventures as he gets stuck in multiple situations because of this lie. He has two trusted friends, Anwar and Kranti who don't know the truth either and consider Ronny their leader. Ronny is in love with Avantika but she is too busy obsessing about her ex to notice his feelings. His family is concerned about his future and is dismayed at his lack of interest in studying or getting a job. His sister who suspects Ronny is lying about something is constantly trying to get him into trouble with their parents. Ronny's trusted mentor Santosh Bhaiya is the only one who knows the truth and tries to help Ronny.
Written by
Ayush",Hindi,11 May 2018 (India)
77,Your Honor,35min,"['Action', 'Drama', 'Thriller']",7.4,1909,12,,"['Jimmy Sheirgill', 'Varun Badola', 'Parul Gulati']",167,2,1,"Set in Ludhiana, a small town in Punjab, this is the story of an upright and honest man who sacrifices, subverts and manipulates all morality and relationships to save his only son. Judge Bishan Khosla is about to become a High Court Judge when his only son, Abeer Khosla, gets involved in a hit and run. The conscientious Bishan is about to turn his son in, when he learns that the victim is the son of a dreaded and violent gangster, currently in prison because of him. Told with riveting performances by a stellar ensemble (Jimmy Sheirgill, Yashpal Sharma, Meeta Vashisth, Varun Badola) and shot aesthetically in the heart of small-town Punjab, we follow Bishan's fall from grace as he uses his wits and knowledge of the law to save his son, as the bodies pile up. This is an arresting drama series that walks the thin line between moral and immoral, justifies the greys, and compels the viewer to introspect what constitutes honor.
Written by
SonyLiv_India",Hindi,18 June 2020 (India)
78,The Office,22min,['Comedy'],6.4,3480,28,,"['Gopal Datt', 'Sayandeep Sengupta', 'Samridhi Dewan']",157,,2,"A slice-of-life mockumentary series about the daily lives of a group of office employees, with all the absurdity, friction, tedium and romance of a workplace. In the Indian adaptation of the cult international comedy - The Office, The Dunder Mifflin Paper Company from Scranton, Pennsylvania USA, is reborn as Wilkins Chawla Paper Company in Faridabad, Haryana(India).",Hindi,28 June 2019 (India)
